timestamp,open_price,high_price,low_price,close_price,volume,money
1690162200,24.44,24.44,24.44,24.44,0,0.0
1690162260,24.33,24.37,24.27,24.34,35100,853871.0
1690162320,24.34,24.39,24.32,24.39,12000,292105.0
1690162380,24.39,24.39,24.36,24.38,9100,221776.0
1690162440,24.38,24.43,24.37,24.43,60200,1468845.0
1690162500,24.43,24.43,24.38,24.38,8100,197668.0
1690162560,24.39,24.4,24.38,24.39,43700,1065819.0
1690162620,24.38,24.39,24.35,24.36,49600,1208505.0
1690162680,24.38,24.41,24.38,24.39,25000,609913.0
1690162740,24.4,24.44,24.37,24.44,64727,1578598.3399999999
1690162800,24.44,24.44,24.41,24.42,32000,781444.0
1690162860,24.44,24.44,24.4,24.41,13900,339498.0
1690162920,24.4,24.45,24.4,24.45,9100,222210.0
1690162980,24.44,24.48,24.44,24.48,12800,313055.0
1690163040,24.49,24.49,24.47,24.47,12300,301060.0
1690163100,24.48,24.49,24.48,24.49,10100,247249.0
1690163160,24.48,24.49,24.47,24.48,28300,692738.0
1690163220,24.47,24.49,24.47,24.49,10700,261906.0
1690163280,24.47,24.49,24.47,24.48,5200,127295.0
1690163340,24.48,24.49,24.47,24.47,11500,281438.0
1690163400,24.46,24.47,24.44,24.45,9600,234801.0
1690163460,24.46,24.48,24.45,24.48,8800,215314.0
1690163520,24.47,24.47,24.47,24.47,6400,156608.0
1690163580,24.47,24.47,24.45,24.47,5300,129635.0
1690163640,24.46,24.46,24.45,24.45,6700,163869.0
1690163700,24.46,24.47,24.45,24.46,6600,161438.0
1690163760,24.46,24.47,24.46,24.47,1600,39139.0
1690163820,24.47,24.48,24.47,24.48,1000,24477.0
1690163880,24.48,24.49,24.47,24.49,1600,39169.0
1690163940,24.49,24.49,24.48,24.49,6200,151783.0
1690164000,24.49,24.49,24.48,24.49,4900,119980.0
1690164060,24.48,24.49,24.47,24.47,8700,213056.0
1690164120,24.49,24.49,24.48,24.49,8200,200813.0
1690164180,24.5,24.53,24.5,24.53,32500,796451.0
1690164240,24.53,24.55,24.52,24.54,2835,69562.90000000037
1690164300,24.54,24.56,24.54,24.56,34200,839621.0
