timestamp,preclose_range,open_range,high_range,low_range,close_range,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_volume_0,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_volume_0,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,ask_order_num_0,ask_order_num_1,ask_order_num_2,ask_order_num_3,ask_order_num_4,ask_order_num_5,ask_order_num_6,ask_order_num_7,ask_order_num_8,ask_order_num_9,bid_order_num_0,bid_order_num_1,bid_order_num_2,bid_order_num_3,bid_order_num_4,bid_order_num_5,bid_order_num_6,bid_order_num_7,bid_order_num_8,bid_order_num_9,order_num_range,VWAP_range,volume_range,passive_num_range,depth,ask_order_stale_0_lower,ask_order_stale_0_max,ask_order_stale_0_min,ask_order_stale_0_no_value,ask_order_stale_0_upper,ask_order_stale_1_lower,ask_order_stale_1_max,ask_order_stale_1_min,ask_order_stale_1_no_value,ask_order_stale_1_upper,ask_order_stale_2_lower,ask_order_stale_2_max,ask_order_stale_2_min,ask_order_stale_2_no_value,ask_order_stale_2_upper,ask_order_stale_3_lower,ask_order_stale_3_max,ask_order_stale_3_min,ask_order_stale_3_no_value,ask_order_stale_3_upper,ask_order_stale_4_lower,ask_order_stale_4_max,ask_order_stale_4_min,ask_order_stale_4_no_value,ask_order_stale_4_upper,ask_order_stale_5_lower,ask_order_stale_5_max,ask_order_stale_5_min,ask_order_stale_5_no_value,ask_order_stale_5_upper,ask_order_stale_6_lower,ask_order_stale_6_max,ask_order_stale_6_min,ask_order_stale_6_no_value,ask_order_stale_6_upper,ask_order_stale_7_lower,ask_order_stale_7_max,ask_order_stale_7_min,ask_order_stale_7_no_value,ask_order_stale_7_upper,ask_order_stale_8_lower,ask_order_stale_8_max,ask_order_stale_8_min,ask_order_stale_8_no_value,ask_order_stale_8_upper,ask_order_stale_9_lower,ask_order_stale_9_max,ask_order_stale_9_min,ask_order_stale_9_no_value,ask_order_stale_9_upper,bid_order_stale_0_lower,bid_order_stale_0_max,bid_order_stale_0_min,bid_order_stale_0_no_value,bid_order_stale_0_upper,bid_order_stale_1_lower,bid_order_stale_1_max,bid_order_stale_1_min,bid_order_stale_1_no_value,bid_order_stale_1_upper,bid_order_stale_2_lower,bid_order_stale_2_max,bid_order_stale_2_min,bid_order_stale_2_no_value,bid_order_stale_2_upper,bid_order_stale_3_lower,bid_order_stale_3_max,bid_order_stale_3_min,bid_order_stale_3_no_value,bid_order_stale_3_upper,bid_order_stale_4_lower,bid_order_stale_4_max,bid_order_stale_4_min,bid_order_stale_4_no_value,bid_order_stale_4_upper,bid_order_stale_5_lower,bid_order_stale_5_max,bid_order_stale_5_min,bid_order_stale_5_no_value,bid_order_stale_5_upper,bid_order_stale_6_lower,bid_order_stale_6_max,bid_order_stale_6_min,bid_order_stale_6_no_value,bid_order_stale_6_upper,bid_order_stale_7_lower,bid_order_stale_7_max,bid_order_stale_7_min,bid_order_stale_7_no_value,bid_order_stale_7_upper,bid_order_stale_8_lower,bid_order_stale_8_max,bid_order_stale_8_min,bid_order_stale_8_no_value,bid_order_stale_8_upper,bid_order_stale_9_lower,bid_order_stale_9_max,bid_order_stale_9_min,bid_order_stale_9_no_value,bid_order_stale_9_upper,passive_stale_avg_range_lower,passive_stale_avg_range_max,passive_stale_avg_range_min,passive_stale_avg_range_no_value,passive_stale_avg_range_upper,VWAP_hist,volume_range_hist,volume_percentage,volume_percent_today
2.0230727093003e+16,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.40703423905037894,-0.4070341904856273,-0.40703423905037894,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.3697208233261414,-0.26962887006214487,-0.24971732186309653,-0.3827847415347853,-0.2181502332548492,-0.3317917522445396,-0.3779282663642857,-0.31965056431829064,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.2453950589613519,-0.14821699079965509,-0.38084215146658545,-0.398811109597434,-0.16667159644755353,-0.36578707843803676,-0.36335884085278697,0.41270589139304764,-0.39201204435873455,-0.32207880190354043,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.4069894137845553,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40703312206108977,-0.40705740443694227,-0.4070428350114308,-0.40703312206108977,-0.40705254796177176,-0.4069457055080208,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4069311360825093,-0.4070341883937427,-0.19284799761654633,-0.40703312206108977,-0.2868474662221252,0.0,0,1.0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,1.0,0.0,0.0,0.0,-0.8676020870029099,7.049034384021996,0.0031428402286717027,0.013420348058902276
2.0230727093006e+16,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.28856912322709327,-0.26962887006214487,-0.24971732186309653,-0.3827847415347853,-0.2181502332548492,-0.3317917522445396,-0.3779282663642857,-0.31965056431829064,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.3283922196251899,-0.14870263831670505,-0.38084215146658545,-0.398811109597434,-0.06225738028181233,-0.36578707843803676,-0.34393294017078857,0.4141628339441975,-0.39201204435873455,-0.32207880190354043,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40694084903285027,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4069748443590438,-0.4070341904856273,-0.3022158184561971,-0.4070136961604078,-0.27856470797361416,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,-1.1378199618591969,1.4202578743101757,0.0008017267967251427,0.006568699038578557
2.0230727093009e+16,-0.40703423905037894,-0.40703423905037894,-0.4070341904856273,-0.40703423905037894,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.30367276100734697,-0.26865757502804494,-0.24923167434604657,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.31965056431829064,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.3094519664602415,-0.14870263831670505,-0.38084215146658545,-0.398811109597434,-0.06225738028181233,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4069991267348963,-0.40703419158937165,-0.3856986266370851,-0.40705740443694227,-0.2741172266197475,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,-1.492175139469913,2.1091465235413445,0.00108824847102647,0.0013386880856760374
2.0230727093012e+16,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.30367276100734697,-0.26962887006214487,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.30410984377269196,-0.14773134328260512,-0.37598567629608587,-0.398811109597434,-0.06225738028181233,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4070671173872833,-0.40707197386245375,-0.4070671173872833,-0.4070671173872833,-0.2731379722120111,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,-1.4266415786865694,-0.04309565387032023,0.0001930906935508945,0.0
2.0230727093015e+16,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.40703423905037894,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.3104718262460464,-0.268171927510995,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.2701145175791948,-0.149188285833755,-0.37598567629608587,-0.398811109597434,-0.06225738028181233,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4070136961604078,-0.4070341958817108,-0.3939546344269344,-0.4070622609121128,-0.27118318679732806,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,-1.7712610798214912,1.9101817894466282,0.0010054953166475152,0.0008214676889375684
2.0230727093018e+16,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.3104718262460464,-0.268171927510995,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.2691432225450949,-0.14870263831670505,-0.37598567629608587,-0.398811109597434,-0.06225738028181233,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4070622609121128,-0.40703418967621474,-0.39735416704628407,-0.4070671173872833,-0.2715518034755255,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,-1.8595846256583521,0.9709826682898481,0.000614864835224277,0.0006084945843981989
2.0230727093021e+16,-0.4070341904856273,-0.4070341904856273,-0.4070341419208756,-0.4070341904856273,-0.4070341419208756,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.32504125175754517,-0.26962887006214487,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.3075093763920417,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.26380109985754535,-0.14870263831670505,-0.37598567629608587,-0.398811109597434,-0.06225738028181233,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.40702340911074875,-0.4070341798620879,-0.39152639684168455,-0.4070622609121128,-0.27226669642718093,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0.0,0.0,-3.0164644381411514,4.552347881994747,0.0021044216140454633,0.0009735913350371182
2.0230727093024e+16,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.32989772692804475,-0.27448534523264445,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.2856552381247935,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.26380109985754535,-0.14870263831670505,-0.37598567629608587,-0.398811109597434,-0.05982914269656254,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4070671173872833,-0.40707197386245375,-0.4070671173872833,-0.4070671173872833,-0.2727358449267049,0.0,0,0.0,0.0,1.0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,-2.4358335201065207,3.6516580642111367,0.0017298078721794423,0.0
2.0230727093027e+16,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.3716634133943413,-0.3084806714261416,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.2856552381247935,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.15210217093605477,-0.14870263831670505,-0.37598567629608587,-0.398811109597434,-0.05982914269656254,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.4070622609121128,-0.40703418734291336,-0.3876412167052849,-0.4070671173872833,-0.28110232650154826,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,-2.304595843623181,2.145516421171562,0.0011033753917193973,0.0012169891687963978
2.023072709303e+16,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341419208756,-0.4070341904856273,-0.4070341419208756,-0.40703409335612384,-0.4070340447913722,-0.40703399622662045,-0.40703394766186873,-0.40703389909711707,-0.4070338505323653,-0.40703380196761363,-0.40703375340286196,-0.39060366655928963,-0.3264496295569901,-0.24728908427784674,-0.3201362118353406,-0.2181502332548492,-0.32062185935239057,-0.3779282663642857,-0.30993761397729147,-0.2856552381247935,-0.3924976918757845,-0.4070341904856273,-0.40703423905037894,-0.4070342876151307,-0.4070343847446341,-0.4070344333093858,-0.4070344818741375,-0.4070345304388892,-0.40703457900364093,-0.4070346275683926,-0.40703467613314437,-0.13898968797570585,-0.14870263831670505,-0.37598567629608587,-0.398811109597434,-0.05982914269656254,-0.36578707843803676,-0.34393294017078857,0.4238757842851967,-0.3774426188472358,-0.31479408914779106,-0.4066737428984728,-0.40703312206108977,-0.40705254796177176,-0.40702340911074875,-0.4070428350114308,-0.40698455730938476,-0.40705254796177176,-0.40704769148660125,-0.40705254796177176,-0.40702826558591926,-0.40705254796177176,-0.4070428350114308,-0.40702826558591926,-0.40705254796177176,-0.40693599255767976,-0.40705254796177176,-0.4070622609121128,-0.40705740443694227,-0.40705254796177176,-0.40705254796177176,-0.40705740443694227,-0.40703418617939313,-0.39152639684168455,-0.4070671173872833,-0.2743156306904079,0.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0.0,0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0,0,0,0.0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.0,0.0,0.0,1.0,0.0,-2.24216204875968,1.1549715621838872,0.000691389257553203,0.0009735913350371182
