timestamp,open_price,high_price,low_price,close_price,volume,money
1690335000,8.46,8.46,8.46,8.46,85500,723330.0
1690335001,8.46,8.46,8.46,8.46,0,0.0
1690335002,8.46,8.46,8.46,8.46,0,0.0
1690335003,8.46,8.46,8.46,8.46,0,0.0
1690335004,8.46,8.46,8.46,8.46,0,0.0
1690335005,8.46,8.46,8.46,8.46,0,0.0
1690335006,8.46,8.46,8.46,8.46,0,0.0
1690335007,8.46,8.46,8.46,8.46,0,0.0
1690335008,8.46,8.46,8.46,8.46,0,0.0
1690335009,8.46,8.46,8.46,8.46,0,0.0
1690335010,8.46,8.46,8.46,8.46,0,0.0
1690335011,8.46,8.46,8.46,8.46,0,0.0
1690335012,8.46,8.46,8.46,8.46,600,5076.0
1690335013,8.46,8.46,8.46,8.46,300,2538.0
1690335014,8.46,8.46,8.46,8.46,0,0.0
1690335015,8.46,8.47,8.45,8.45,16300,137749.0
1690335016,8.45,8.45,8.45,8.45,0,0.0
1690335017,8.46,8.46,8.46,8.46,400,3384.0
1690335018,8.46,8.46,8.46,8.46,0,0.0
1690335019,8.46,8.46,8.46,8.46,0,0.0
1690335020,8.46,8.47,8.46,8.47,6500,55053.0
1690335021,8.47,8.47,8.47,8.47,18900,160083.0
1690335022,8.47,8.47,8.47,8.47,0,0.0
1690335023,8.47,8.47,8.47,8.47,0,0.0
1690335024,8.48,8.48,8.48,8.48,7700,65296.0
1690335025,8.48,8.49,8.48,8.49,13500,114512.0
1690335026,8.48,8.49,8.48,8.49,1600,13573.0
1690335027,8.49,8.49,8.49,8.49,0,0.0
1690335028,8.49,8.49,8.49,8.49,900,7641.0
1690335029,8.49,8.49,8.49,8.49,16100,136689.0
1690335030,8.49,8.49,8.49,8.49,0,0.0
1690335031,8.49,8.49,8.49,8.49,0,0.0
1690335032,8.5,8.5,8.5,8.5,8100,68850.0
1690335033,8.5,8.5,8.5,8.5,0,0.0
1690335034,8.5,8.5,8.5,8.5,0,0.0
1690335035,8.49,8.5,8.49,8.5,3300,28040.0
1690335036,8.5,8.5,8.5,8.5,700,5950.0
1690335037,8.5,8.5,8.5,8.5,55700,473450.0
1690335038,8.5,8.5,8.5,8.5,0,0.0
1690335039,8.5,8.5,8.5,8.5,0,0.0
1690335040,8.5,8.5,8.5,8.5,0,0.0
1690335041,8.5,8.5,8.5,8.5,0,0.0
1690335042,8.51,8.51,8.51,8.51,1300,11063.0
1690335043,8.51,8.51,8.5,8.5,20000,170044.0
1690335044,8.5,8.5,8.5,8.5,0,0.0
1690335045,8.5,8.5,8.5,8.5,0,0.0
1690335046,8.5,8.5,8.5,8.5,0,0.0
1690335047,8.5,8.5,8.5,8.5,0,0.0
1690335048,8.5,8.5,8.5,8.5,200,1700.0
1690335049,8.5,8.5,8.5,8.5,0,0.0
1690335050,8.5,8.5,8.5,8.5,7000,59500.0
1690335051,8.5,8.5,8.5,8.5,0,0.0
1690335052,8.5,8.5,8.5,8.5,0,0.0
1690335053,8.5,8.5,8.5,8.5,9500,80750.0
1690335054,8.5,8.5,8.5,8.5,1000,8500.0
1690335055,8.5,8.5,8.5,8.5,0,0.0
1690335056,8.49,8.49,8.49,8.49,9700,82353.0
1690335057,8.49,8.49,8.49,8.49,0,0.0
1690335058,8.49,8.49,8.49,8.49,0,0.0
1690335059,8.49,8.5,8.49,8.5,6000,50990.0
1690335060,8.5,8.5,8.5,8.5,0,0.0
1690335061,8.49,8.49,8.49,8.49,700,5943.0
1690335062,8.49,8.49,8.49,8.49,2000,16980.0
1690335063,8.49,8.49,8.49,8.49,0,0.0
1690335064,8.49,8.49,8.49,8.49,700,5943.0
1690335065,8.49,8.49,8.49,8.49,0,0.0
1690335066,8.49,8.49,8.49,8.49,0,0.0
1690335067,8.49,8.49,8.49,8.49,29700,252153.0
1690335068,8.49,8.49,8.49,8.49,0,0.0
1690335069,8.49,8.49,8.49,8.49,0,0.0
1690335070,8.49,8.49,8.49,8.49,0,0.0
1690335071,8.49,8.49,8.49,8.49,0,0.0
1690335072,8.49,8.49,8.48,8.48,3600,30560.0
1690335073,8.48,8.48,8.48,8.48,4200,35616.0
1690335074,8.48,8.48,8.48,8.48,0,0.0
1690335075,8.48,8.48,8.48,8.48,500,4240.0
1690335076,8.48,8.48,8.48,8.48,0,0.0
1690335077,8.48,8.48,8.48,8.48,2000,16960.0
1690335078,8.48,8.48,8.48,8.48,5100,43248.0
1690335079,8.48,8.48,8.48,8.48,0,0.0
1690335080,8.48,8.48,8.48,8.48,0,0.0
1690335081,8.48,8.48,8.48,8.48,5900,50032.0
1690335082,8.48,8.48,8.48,8.48,0,0.0
1690335083,8.48,8.49,8.48,8.49,9100,77249.0
1690335084,8.49,8.49,8.49,8.49,0,0.0
1690335085,8.49,8.49,8.49,8.49,0,0.0
1690335086,8.49,8.49,8.49,8.49,700,5943.0
1690335087,8.49,8.49,8.49,8.49,0,0.0
1690335088,8.47,8.48,8.47,8.47,8800,74554.0
1690335089,8.47,8.47,8.47,8.47,0,0.0
1690335090,8.49,8.49,8.49,8.49,700,5943.0
1690335091,8.48,8.48,8.48,8.48,4700,39856.0
1690335092,8.48,8.48,8.48,8.48,0,0.0
