time,last_price,volume,money,bid1_price,bid2_price,bid3_price,bid4_price,bid5_price,bid1_volume,bid2_volume,bid3_volume,bid4_volume,bid5_volume,ask1_price,ask2_price,ask3_price,ask4_price,ask5_price,ask1_volume,ask2_volume,ask3_volume,ask4_volume,ask5_volume
85548000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
85848000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
85918000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
85948000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90018000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90318000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90348000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90418000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90448000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90748000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90818000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90848000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
90918000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91218000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91248000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91318000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91348000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91500000,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
91503000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,500,3100,0,0,0,8.67,0.0,0.0,0.0,0.0,500,0,0,0,0
91506000,0.0,0,0.0,8.66,0.0,0.0,0.0,0.0,5900,0,0,0,0,8.66,0.0,0.0,0.0,0.0,5900,1600,0,0,0
91509000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,24100,32800,0,0,0,8.67,0.0,0.0,0.0,0.0,24100,0,0,0,0
91527000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,27300,33100,0,0,0,8.67,0.0,0.0,0.0,0.0,27300,0,0,0,0
91533000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,27300,33100,0,0,0,8.67,0.0,0.0,0.0,0.0,27300,0,0,0,0
91536000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,27300,33100,0,0,0,8.67,0.0,0.0,0.0,0.0,27300,0,0,0,0
91554000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91557000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91603000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91621000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91624000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91630000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91648000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91651000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91654000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91718000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
91724000,0.0,0,0.0,8.67,0.0,0.0,0.0,0.0,17800,42600,0,0,0,8.67,0.0,0.0,0.0,0.0,17800,0,0,0,0
