time,oid,oidb,oids,price,volume,flag,ptype
91500470,2183,0,0,53.0,100,1,2
91500500,2553,0,0,54.96,200,2,2
91500600,3311,0,0,48.4,100,1,2
91500700,4794,0,0,58.65,200,1,2
91500700,4837,0,0,56.38,300,2,2
91500810,6123,0,0,49.0,100,1,2
91500850,6681,0,0,52.41,200,1,2
91500920,8275,0,0,58.32,1000,2,2
91500920,8287,0,0,56.8,100,2,2
91501060,9896,0,0,53.53,200,2,2
91501060,9899,0,0,53.96,200,2,2
91501060,10223,0,0,58.65,500,2,2
91501100,10259,0,0,58.6,500,2,2
91501100,10297,0,0,53.32,200,2,2
91501100,10314,0,0,58.0,500,2,2
91501100,10372,0,0,58.65,1000,2,2
91501100,10373,0,0,58.0,500,2,2
91501100,10603,0,0,52.43,200,1,2
91501100,10604,0,0,54.3,200,2,2
91501100,11090,0,0,54.99,500,2,2
91501100,11365,0,0,57.0,300,2,2
91501100,11366,0,0,56.8,300,2,2
91501100,11426,0,0,58.65,1400,2,2
91501100,12053,0,0,52.33,300,1,2
91501100,12055,0,0,53.92,300,2,2
91501100,12057,0,0,54.92,400,2,2
91501100,12061,0,0,55.92,300,2,2
91501220,12746,0,0,54.32,100,2,2
91501220,13594,0,0,55.0,100,2,2
91501350,15673,0,0,58.6,200,2,2
91501480,16352,0,0,52.01,10100,1,2
91501480,16358,0,0,51.01,10100,1,2
91501480,16359,0,0,50.01,10100,1,2
91501480,16509,0,0,51.65,100,1,2
91501480,16759,0,0,53.99,9900,2,2
91501590,17891,0,0,54.99,9900,2,2
91501590,17897,0,0,55.99,9900,2,2
91501590,17898,0,0,56.99,9900,2,2
91501590,17899,0,0,58.65,500,2,2
91501590,18872,0,0,56.58,500,2,2
91501590,19413,0,0,50.33,100,1,2
91501710,21116,0,0,55.55,1000,2,2
91501710,21119,0,0,50.01,2000,1,2
91501710,21573,0,0,56.42,200,2,2
91501830,22787,0,0,50.4,100,1,2
91501950,23375,0,0,58.65,730,2,2
91501950,23470,0,0,57.25,400,2,2
91501990,23888,0,0,58.64,2860,2,2
91502040,24926,0,0,52.0,100,1,2
91502040,25064,0,0,53.83,100,2,2
91502040,25065,0,0,54.55,100,2,2
91502100,25463,0,0,53.8,300,2,2
91502100,25464,0,0,54.3,300,2,2
91502100,25465,0,0,54.8,300,2,2
91502100,25466,0,0,55.3,200,2,2
91502100,25467,0,0,55.8,300,2,2
91502530,29980,0,0,53.6,500,2,2
91502580,30164,0,0,55.0,100,2,2
91502660,31075,0,0,57.58,200,2,2
