timestamp,volume_percentage
20230714093003000,0.0051632555774002485
20230714093006000,0.0006358833486355584
20230714093009000,0.0003955956316396331
20230714093012000,0.0006549305457145037
20230714093015000,0.00016409892868014412
20230714093018000,0.0002564045760627252
20230714093021000,0.0002710562661234523
20230714093024000,0.00014798206961334423
20230714093027000,0.0007106069679452669
20230714093030000,0.000210984336874471
20230714093033000,0.0005831372644169407
20230714093036000,0.0006607912217387946
20230714093039000,0.00022417085792912544
20230714093042000,0.00016849443569836225
20230714093045000,0.00022270568892305274
20230714093048000,0.0004893664480282869
20230714093051000,9.523598539472649e-05
20230714093054000,0.0002608000830809433
20230714093057000,0.00012746970352832624
20230714093100000,0.0006417440246598493
20230714093103000,0.00031061582928741563
20230714093106000,6.0071929248981326e-05
20230714093109000,0.0007574923761395938
20230714093112000,0.0004879012790222142
20230714093115000,0.0003443147164270881
20230714093118000,0.00023735737898377988
20230714093121000,0.0001816809567530167
20230714093124000,0.000252009069044507
20230714093127000,0.00021977535091090728
20230714093130000,0.00012160902750403537
20230714093133000,0.00021831018190483458
20230714093136000,0.00035750123748174253
20230714093139000,2.0512366085018016e-05
20230714093142000,5.274608421861775e-05
20230714093145000,0.0004190383357367966
20230714093148000,0.0007413755170727939
20230714093151000,0.00019340230880159843
20230714093154000,0.0002798472801598886
20230714093157000,0.00017875061874087126
20230714093200000,0.001163344190821736
20230714093203000,0.0003443147164270881
20230714093206000,0.000180215787746944
20230714093209000,0.00011867868949188994
20230714093212000,0.000534786687216541
20230714093215000,0.0002476135620262889
20230714093218000,0.00023149670295948902
20230714093221000,0.0003750832655546151
20230714093224000,0.0013933757247751523
20230714093227000,0.00013040004154047166
20230714093230000,7.032811229149034e-05
20230714093233000,0.0008102384603582115
20230714093236000,0.0002666607591052342
20230714093239000,0.0005655552363440682
20230714093242000,0.00021977535091090728
20230714093245000,0.0004805754339918506
20230714093248000,7.032811229149034e-05
20230714093251000,0.00018900680178338028
20230714093254000,0.0005245305041740321
20230714093257000,0.0012366026411253716
20230714093300000,0.000494787573350756
20230714093303000,8.058429533399933e-05
20230714093306000,0.00016995960470443498
20230714093309000,0.0004761799269736325
20230714093312000,2.9303380121454306e-05
20230714093315000,0.00012014385849796265
20230714093318000,4.2489901176108745e-05
20230714093321000,0.00034284954742101536
20230714093324000,0.00014695645130909335
20230714093327000,0.00019047197078945298
20230714093330000,8.351463334614478e-05
20230714093333000,0.00019340230880159843
20230714093336000,0.0011545531767852997
20230714093339000,0.0002974293082327612
20230714093342000,5.421125322469046e-05
20230714093345000,0.00100364076915981
20230714093348000,0.0004307596877853783
20230714093351000,0.00029596413922668846
20230714093354000,0.0004908316170343596
20230714093357000,0.0008966834317165017
20230714093400000,0.00022563602693519816
20230714093403000,0.00029303380121454306
20230714093406000,0.00037801360356676055
20230714093409000,0.00027691694214774317
20230714093412000,9.816632340687193e-05
20230714093415000,0.00021684501289876185
