timestamp,preclose,open,high,low,close,preclose_range,open_range,high_range,low_range,close_range,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_volume_0,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_volume_0,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,ask_order_num_0,ask_order_num_1,ask_order_num_2,ask_order_num_3,ask_order_num_4,ask_order_num_5,ask_order_num_6,ask_order_num_7,ask_order_num_8,ask_order_num_9,bid_order_num_0,bid_order_num_1,bid_order_num_2,bid_order_num_3,bid_order_num_4,bid_order_num_5,bid_order_num_6,bid_order_num_7,bid_order_num_8,bid_order_num_9,ask_order_stale_0,ask_order_stale_1,ask_order_stale_2,ask_order_stale_3,ask_order_stale_4,ask_order_stale_5,ask_order_stale_6,ask_order_stale_7,ask_order_stale_8,ask_order_stale_9,bid_order_stale_0,bid_order_stale_1,bid_order_stale_2,bid_order_stale_3,bid_order_stale_4,bid_order_stale_5,bid_order_stale_6,bid_order_stale_7,bid_order_stale_8,bid_order_stale_9,order_num,volume,VWAP,amount,passive_num,passive_stale_total,order_num_range,volume_range,VWAP_range,amount_range,passive_num_range,passive_stale_total_range,passive_stale_avg_range,depth
20230630093003000,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.71,6.69,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,6.78,6.79,6.8,15400,16800,27900,23700,32400,8900,24400,25500,34700,93400,6.69,6.68,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,30500,39300,35900,79200,22200,800,7700,13000,25000,17700,7,5,8,3,6,5,27,7,92,8,2,3,5,4,0,12,0,0,3,1,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1500190.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,290300,6.6999323308270675,1944992.0,38,27947270,32,69600,6.699741379310344,466302.0,3,4279640,1426546.6666666667,27346.023179862994
20230630093006000,6.69,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.69,6.7,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,6.78,6.79,10900,15400,16800,28400,23700,32400,8900,24400,20700,38700,6.69,6.68,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,28600,41800,35900,80700,44000,800,7700,13000,25000,22700,7,5,8,3,6,5,28,7,93,8,2,3,5,4,0,16,0,0,3,1,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,1328613.3333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,106,310000,6.6999248366013076,2076955.0,39,28932730,11,19700,6.698629441624366,131963.0,1,985460,985460.0,25329.965548829063
20230630093009000,6.69,6.69,6.69,6.69,6.69,6.7,6.7,6.7,6.69,6.69,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,6.78,6.79,10500,15200,16800,28400,23700,32400,8900,24400,20700,38700,6.69,6.68,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,27600,41800,35900,80700,44000,800,7700,13000,25000,22700,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,16,0,0,3,1,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,1328613.3333333333,-1,-1,-1,-1,-1,-1,-1,-1,-1,111,311500,6.6999248366013076,2086995.0,39,28932730,5,1500,6.6999248366013076,10040.0,0,-1,-1,22414.236498327235
20230630093012000,6.69,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.69,6.7,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,6.78,6.79,38400,15200,16800,28400,24000,32400,8900,24400,22300,38700,6.69,6.68,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,19600,41800,35900,82700,44000,800,7700,13000,25000,22700,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,16,0,0,3,1,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,800930.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,321500,6.699680250783699,2153948.0,41,28951540,15,10000,6.6953,66953.0,2,18810,9405.0,28384.450175242957
20230630093015000,6.69,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.69,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,6.78,5600,80000,15200,16800,28400,24000,32400,8900,24400,22300,6.69,6.68,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,19600,41800,35900,82700,44000,800,7700,13000,25000,22700,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,16,0,0,3,1,0.0,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,800930.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,321500,6.699680250783699,2153948.0,41,28951540,0,0,-1,0.0,0,-1,-1,28901.790266050662
20230630093018000,6.69,6.68,6.68,6.68,6.68,6.68,6.68,6.69,6.68,6.68,6.68,6.69,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,26530,20700,76800,15200,16800,28400,24000,32400,8900,24400,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,6.58,6.57,46500,82700,44000,800,7700,13000,25000,22700,1800,1600,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,16,0,0,3,1,7635.555555555556,0.0,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,437500,6.694708054465728,2928873.0,55,34463820,32,116000,6.680387931034483,774925.0,14,5512280,393734.28571428574,30066.45292337104
20230630093021000,6.69,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.68,6.69,6.7,6.71,6.72,6.73,6.74,6.75,6.76,6.77,31730,24700,76800,15200,16800,28400,24000,32400,8900,24400,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,6.58,6.57,46500,82700,44000,800,7700,13000,25000,22700,1800,1600,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,16,0,0,3,1,7635.555555555556,0.0,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,158,437500,6.694708054465728,2928873.0,55,34463820,0,0,-1,0.0,0,-1,-1,31487.432292496414
20230630093024000,6.68,6.67,6.67,6.66,6.66,6.66,6.67,6.67,6.66,6.66,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,6.74,6.75,15300,1500,32830,24700,76800,15200,16800,28400,24000,32400,6.67,6.66,6.65,6.64,6.63,6.62,6.61,6.6,6.58,6.57,41300,82500,45000,800,7700,13000,25000,22700,1800,1600,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,17,0,0,3,1,47200.0,0.0,7635.555555555556,0.0,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,160,442700,6.694708054465728,2963555.0,55,34463820,2,5200,6.694708054465728,34682.0,0,-1,-1,27149.405567946465
20230630093027000,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.65,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,6.74,6.75,61100,1100,32830,24700,77000,14900,16800,28400,24000,32400,6.65,6.64,6.63,6.62,6.61,6.6,6.58,6.57,6.56,6.55,14540,4870,9200,13000,25000,22700,1800,1600,1700,11800,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,5,0,0,3,1,47200.0,0.0,7635.555555555556,0.0,95263.33333333333,1279260.0,-1,-1,-1,-1,277326.95652173914,1522310.0,-1,-1,-1,-1,-1,-1,-1,-1,229,653760,6.679843826480666,4367014.7,82,42364740,69,211060,6.649576897564675,1403459.7000000002,27,7900920,292626.6666666667,24170.372988688865
20230630093030000,6.64,6.65,6.65,6.65,6.65,6.66,6.66,6.66,6.64,6.65,6.66,6.67,6.68,6.69,6.7,6.71,6.72,6.73,6.74,6.75,60500,1100,33030,24700,77000,14900,16800,28400,24000,16900,6.63,6.62,6.61,6.6,6.58,6.57,6.56,6.55,6.53,6.52,9200,13000,25000,22700,1800,1600,1700,11800,7800,6100,7,5,8,3,6,5,29,7,93,8,2,3,5,4,0,5,0,0,3,1,47200.0,0.0,7635.555555555556,0.0,95263.33333333333,1279260.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,239,670260,6.6797801208496095,4476662.7,82,42364740,10,16500,6.6797801208496095,109648.0,0,-1,-1,23767.417755297112
