timestamp,open_price,high_price,low_price,close_price,volume,money
1683509400,21.2,21.2,21.2,21.2,25800,546960.0
1683509460,21.21,21.3,21.06,21.18,397680,8418034.0
1683509520,21.18,21.29,21.06,21.13,281400,5951484.0
1683509580,21.1,21.13,21.0,21.06,338100,7121037.489999998
1683509640,21.05,21.13,21.0,21.08,251500,5293476.0
1683509700,21.08,21.16,21.06,21.12,184600,3896539.0
1683509760,21.12,21.14,21.07,21.08,214300,4522989.999999996
1683509820,21.06,21.21,21.05,21.18,178900,3777160.0
1683509880,21.14,21.18,21.13,21.15,36400,770055.0
1683509940,21.15,21.15,21.15,21.15,0,0.0
1683510000,21.15,21.15,21.15,21.15,0,0.0
1683510060,21.15,21.15,21.15,21.15,0,0.0
1683510120,21.15,21.15,21.15,21.15,0,0.0
1683510180,21.15,21.15,21.15,21.15,0,0.0
1683510240,21.15,21.15,21.15,21.15,0,0.0
1683510300,21.15,21.15,21.15,21.15,0,0.0
1683510360,21.15,21.15,21.15,21.15,0,0.0
1683510420,21.15,21.15,21.15,21.15,0,0.0
1683510480,21.15,21.15,21.15,21.15,0,0.0
1683510540,21.15,21.15,21.15,21.15,0,0.0
1683510600,21.15,21.15,21.15,21.15,0,0.0
1683510660,21.15,21.15,21.15,21.15,0,0.0
1683510720,21.15,21.15,21.15,21.15,0,0.0
1683510780,21.15,21.15,21.15,21.15,0,0.0
1683510840,21.15,21.15,21.15,21.15,0,0.0
1683510900,21.15,21.15,21.15,21.15,0,0.0
1683510960,21.15,21.15,21.15,21.15,0,0.0
1683511020,21.15,21.15,21.15,21.15,0,0.0
1683511080,21.15,21.15,21.15,21.15,0,0.0
1683511140,21.15,21.15,21.15,21.15,0,0.0
1683511200,21.15,21.15,21.15,21.15,0,0.0
1683511260,21.15,21.15,21.15,21.15,0,0.0
1683511320,21.15,21.15,21.15,21.15,0,0.0
1683511380,21.15,21.15,21.15,21.15,0,0.0
1683511440,21.15,21.15,21.15,21.15,0,0.0
1683511500,21.15,21.15,21.15,21.15,0,0.0
1683511560,21.15,21.15,21.15,21.15,0,0.0
1683511620,21.15,21.15,21.15,21.15,0,0.0
1683511680,21.15,21.15,21.15,21.15,0,0.0
1683511740,21.15,21.15,21.15,21.15,0,0.0
1683511800,21.15,21.15,21.15,21.15,0,0.0
1683511860,21.15,21.15,21.15,21.15,0,0.0
