timestamp,preclose,open,high,low,close,preclose_range,open_range,high_range,low_range,close_range,ask_price_0,ask_price_1,ask_price_2,ask_price_3,ask_price_4,ask_price_5,ask_price_6,ask_price_7,ask_price_8,ask_price_9,ask_volume_0,ask_volume_1,ask_volume_2,ask_volume_3,ask_volume_4,ask_volume_5,ask_volume_6,ask_volume_7,ask_volume_8,ask_volume_9,bid_price_0,bid_price_1,bid_price_2,bid_price_3,bid_price_4,bid_price_5,bid_price_6,bid_price_7,bid_price_8,bid_price_9,bid_volume_0,bid_volume_1,bid_volume_2,bid_volume_3,bid_volume_4,bid_volume_5,bid_volume_6,bid_volume_7,bid_volume_8,bid_volume_9,ask_order_num_0,ask_order_num_1,ask_order_num_2,ask_order_num_3,ask_order_num_4,ask_order_num_5,ask_order_num_6,ask_order_num_7,ask_order_num_8,ask_order_num_9,bid_order_num_0,bid_order_num_1,bid_order_num_2,bid_order_num_3,bid_order_num_4,bid_order_num_5,bid_order_num_6,bid_order_num_7,bid_order_num_8,bid_order_num_9,ask_order_stale_0,ask_order_stale_1,ask_order_stale_2,ask_order_stale_3,ask_order_stale_4,ask_order_stale_5,ask_order_stale_6,ask_order_stale_7,ask_order_stale_8,ask_order_stale_9,bid_order_stale_0,bid_order_stale_1,bid_order_stale_2,bid_order_stale_3,bid_order_stale_4,bid_order_stale_5,bid_order_stale_6,bid_order_stale_7,bid_order_stale_8,bid_order_stale_9,order_num,volume,VWAP,amount,passive_num,passive_stale_total,order_num_range,volume_range,VWAP_range,amount_range,passive_num_range,passive_stale_total_range,passive_stale_avg_range,depth
20230802093003000,6.87,6.87,6.87,6.87,6.87,6.87,6.88,6.88,6.86,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,6.97,55900,69600,27300,5500,24700,41201,9000,37000,41800,7600,6.86,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,7400,1000,14500,6500,6800,25000,45600,1500,7100,2800,4,6,78,6,13,5,5,4,3,6,19,9,12,7,5,2,6,1,1,4,40.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,77,315300,6.870172771250864,2166093.0,25,9630360,53,95200,6.869810924369748,654006.0,10,1490,149.0,26497.128007009713
20230802093006000,6.87,6.87,6.87,6.87,6.87,6.86,6.86,6.87,6.86,6.87,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,7100,55900,69600,28300,5500,30200,43201,9000,39000,41800,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,6.76,2000,24000,7500,6800,25000,61600,1500,7100,2800,1100,4,7,78,6,13,6,5,4,3,6,20,10,12,7,5,2,6,1,1,4,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,87,325000,6.869861591695502,2232638.0,25,9630360,10,9700,6.869861591695502,66545.0,0,-1,-1,22957.599818782855
20230802093009000,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,6700,55900,69600,28300,5500,33200,43201,9500,39000,41800,6.86,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,2000,2000,24000,7500,6800,25000,65600,1500,7100,3100,4,7,78,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,88,325800,6.869861591695502,2238134.0,25,9630360,1,800,6.869861591695502,5496.0,0,-1,-1,23208.30676477616
20230802093012000,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.85,6.84,6.85,6.86,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,100,9000,55900,69600,28300,5500,58700,43201,9500,39000,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,6.76,6.75,20100,7500,6800,25000,65600,1500,7100,3100,1100,21300,4,7,78,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,245275.0,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,-1,-1,99,335100,6.869061285500748,2301811.0,28,13187960,10,8200,6.845243902439025,56131.0,3,3557600,1185866.6666666667,20376.823920662737
20230802093015000,6.85,6.86,6.87,6.86,6.87,6.85,6.85,6.87,6.85,6.87,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,8500,55900,69600,28300,5500,58700,43201,9500,39000,41800,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,6.76,3800,33800,7500,6800,25000,65600,1500,7100,3100,1100,4,7,78,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,-1,106,388800,6.866428755475393,2669668.0,29,13187970,5,51400,6.8502334630350195,352102.0,1,10,10.0,28274.124432451805
20230802093018000,6.87,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,8500,55900,69600,28300,5500,58700,43201,9500,39000,41800,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,6.76,3800,34500,7500,6800,25000,65600,1500,7100,3100,1100,4,7,78,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,-1,107,388900,6.866428755475393,2670354.0,29,13187970,1,100,6.866428755475393,686.0,0,-1,-1,26206.367143938183
20230802093021000,6.85,6.86,6.86,6.86,6.86,6.85,6.85,6.86,6.85,6.86,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,8500,55900,69600,28300,5500,58700,43201,9500,39000,41800,6.86,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,3500,5700,34500,14800,6800,25000,65600,1500,7100,3100,4,7,78,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,-1,220.0,1.6666666666666667,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,110,389800,6.866398152898922,2676522.0,30,13188630,3,900,6.8533333333333335,6168.0,1,660,660.0,25879.995071292014
20230802093024000,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.86,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,8500,55900,69600,28300,5500,58700,43201,9500,39000,41800,6.86,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,3400,5700,34500,15300,6800,25000,65600,1500,7100,3100,4,7,78,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,56.666666666666664,40.0,-1,-1,-1,-1,-1,-1,-1,-1,1236.0,1.6666666666666667,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,113,390800,6.866381780962129,2683382.0,32,13194150,3,1000,6.86,6860.0,2,5520,2760.0,25856.994434044922
20230802093027000,6.86,6.87,6.88,6.87,6.88,6.87,6.87,6.88,6.86,6.88,6.87,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,200,53400,69600,28300,5500,58700,43201,9500,39000,41800,6.86,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,700,5700,33800,15300,6800,25000,65600,1500,7100,3100,4,7,79,6,13,6,5,4,3,6,21,10,12,7,5,2,6,1,1,5,5190.0,40.0,-1,-1,-1,-1,-1,-1,-1,-1,3526.3636363636365,1.6666666666666667,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,132,403000,6.866376123876124,2767185.0,46,13360680,18,12000,6.86925,82431.0,14,166530,11895.0,24332.512197307624
20230802093030000,6.86,6.86,6.86,6.86,6.86,6.87,6.87,6.87,6.86,6.86,6.88,6.89,6.9,6.91,6.92,6.93,6.94,6.95,6.96,6.97,62800,69600,30800,5500,58700,43201,9500,39000,41800,7600,6.85,6.84,6.83,6.82,6.81,6.8,6.79,6.78,6.77,6.76,5700,33800,15300,6800,25000,65600,1500,7100,3100,1100,4,7,79,6,13,6,5,4,3,6,21,11,12,7,5,2,6,1,1,5,40.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.6666666666666667,1185866.6666666667,-1,-1,-1,-1,-1,-1,-1,-1,137,405600,6.866457509881423,2785030.0,48,13371130,5,2600,6.8634615384615385,17845.0,2,10450,5225.0,32378.887804683764
