Timestamp,ask1,bid1,VWAP
20230608093000030,6.37,6.35,6.36
20230608093000040,6.36,6.35,6.36
20230608093000050,6.36,6.35,6.36
20230608093000060,6.36,6.35,6.36
20230608093000070,6.36,6.35,6.36
20230608093000080,6.36,6.36,6.36
20230608093000090,6.37,6.36,6.36
20230608093000100,6.37,6.36,6.36
20230608093000270,6.37,6.36,6.36
20230608093000290,6.37,6.36,6.36
20230608093000300,6.37,6.36,6.36
20230608093000310,6.37,6.36,6.36
20230608093000330,6.37,6.36,6.36
20230608093000340,6.37,6.36,6.36
20230608093000350,6.37,6.36,6.36
20230608093000360,6.37,6.36,6.36
20230608093000370,6.37,6.36,6.36
20230608093000390,6.37,6.35,6.358005115089514
20230608093000400,6.37,6.35,6.358005115089514
20230608093000420,6.37,6.35,6.358005115089514
20230608093000430,6.37,6.35,6.358005115089514
20230608093000440,6.37,6.35,6.358005115089514
20230608093000470,6.37,6.35,6.358005115089514
20230608093000480,6.37,6.35,6.358005115089514
20230608093000490,6.37,6.35,6.358005115089514
20230608093001080,6.37,6.35,6.358005115089514
20230608093001090,6.36,6.35,6.358005115089514
20230608093001100,6.36,6.35,6.358005115089514
20230608093001110,6.36,6.35,6.358005115089514
20230608093001120,6.36,6.35,6.358005115089514
20230608093001160,6.36,6.35,6.358005115089514
20230608093001170,6.36,6.35,6.358005115089514
20230608093001180,6.36,6.35,6.358005115089514
20230608093001190,6.36,6.35,6.358005115089514
20230608093001220,6.36,6.35,6.358005115089514
20230608093001240,6.36,6.35,6.358005115089514
20230608093001250,6.36,6.35,6.358005115089514
20230608093001290,6.36,6.35,6.358005115089514
20230608093001300,6.36,6.35,6.358005115089514
20230608093001320,6.36,6.35,6.358005115089514
20230608093001340,6.36,6.35,6.358005115089514
20230608093001370,6.36,6.35,6.358005115089514
20230608093001380,6.36,6.35,6.358005115089514
20230608093001390,6.36,6.35,6.358005115089514
20230608093001400,6.36,6.35,6.358005115089514
20230608093001420,6.36,6.35,6.358005115089514
20230608093001430,6.36,6.35,6.358005115089514
20230608093001440,6.36,6.35,6.358005115089514
20230608093001460,6.36,6.35,6.358005115089514
20230608093001470,6.36,6.35,6.358005115089514
20230608093001490,6.36,6.35,6.358005115089514
20230608093001540,6.36,6.35,6.358005115089514
20230608093001550,6.36,6.35,6.358005115089514
20230608093001570,6.36,6.35,6.358005115089514
20230608093001590,6.36,6.35,6.358005115089514
20230608093001600,6.36,6.35,6.358005115089514
20230608093001620,6.36,6.35,6.358005115089514
20230608093001630,6.36,6.35,6.358005115089514
20230608093001640,6.36,6.35,6.358005115089514
20230608093001650,6.36,6.35,6.358005115089514
20230608093001660,6.36,6.35,6.358005115089514
20230608093001670,6.36,6.35,6.358005115089514
20230608093001680,6.36,6.35,6.358005115089514
20230608093001690,6.35,6.34,6.3565664556962025
20230608093002660,6.35,6.34,6.3565664556962025
20230608093002670,6.35,6.34,6.3565664556962025
20230608093002710,6.35,6.34,6.3565664556962025
20230608093002720,6.35,6.34,6.3565664556962025
20230608093002780,6.35,6.34,6.3565664556962025
20230608093002820,6.35,6.34,6.3565664556962025
20230608093002840,6.35,6.34,6.3565664556962025
20230608093002950,6.35,6.34,6.3565664556962025
20230608093003000,6.35,6.34,6.3565664556962025
20230608093003010,6.35,6.34,6.3565664556962025
20230608093003040,6.35,6.34,6.3565664556962025
20230608093003050,6.35,6.34,6.3565664556962025
20230608093003060,6.35,6.34,6.3565664556962025
20230608093003070,6.35,6.34,6.3565664556962025
20230608093003110,6.35,6.34,6.3565664556962025
20230608093003120,6.35,6.34,6.3565664556962025
20230608093003130,6.35,6.34,6.3565664556962025
20230608093003180,6.35,6.34,6.3565664556962025
20230608093003240,6.35,6.34,6.3565664556962025
20230608093003360,6.35,6.34,6.3565664556962025
20230608093003370,6.35,6.34,6.3565664556962025
20230608093003420,6.35,6.34,6.3565664556962025
20230608093003500,6.35,6.34,6.3565664556962025
20230608093003510,6.35,6.34,6.3565664556962025
20230608093003520,6.35,6.34,6.3565664556962025
20230608093003530,6.35,6.34,6.3565664556962025
20230608093003550,6.35,6.34,6.3565664556962025
20230608093003590,6.35,6.34,6.3565664556962025
20230608093003690,6.35,6.34,6.3565664556962025
20230608093003700,6.35,6.34,6.3565664556962025
20230608093003770,6.35,6.34,6.3565664556962025
20230608093003780,6.35,6.34,6.3565664556962025
20230608093003820,6.35,6.34,6.3565664556962025
20230608093003890,6.35,6.34,6.3565664556962025
20230608093003940,6.35,6.34,6.3565664556962025
20230608093005990,6.35,6.34,6.3565664556962025
20230608093006010,6.35,6.34,6.3565664556962025
20230608093006040,6.35,6.34,6.3565664556962025
20230608093006410,6.35,6.34,6.3565664556962025
20230608093006430,6.35,6.34,6.3565664556962025
20230608093006630,6.35,6.34,6.3565664556962025
20230608093006650,6.35,6.34,6.3565664556962025
20230608093007100,6.35,6.34,6.3565664556962025
20230608093007110,6.34,6.33,6.353205282112845
20230608093007120,6.34,6.33,6.353205282112845
20230608093007170,6.34,6.33,6.353205282112845
20230608093007210,6.34,6.33,6.353205282112845
20230608093007230,6.34,6.33,6.353205282112845
20230608093007240,6.34,6.33,6.353205282112845
20230608093007270,6.34,6.33,6.353157894736842
20230608093007280,6.34,6.33,6.353157894736842
20230608093007370,6.34,6.33,6.353157894736842
20230608093007460,6.34,6.33,6.353157894736842
20230608093007470,6.34,6.33,6.353157894736842
20230608093007550,6.34,6.33,6.353157894736842
20230608093007570,6.34,6.33,6.353157894736842
20230608093007680,6.34,6.33,6.353157894736842
20230608093007730,6.34,6.33,6.353157894736842
20230608093007750,6.34,6.33,6.353157894736842
20230608093007760,6.34,6.33,6.353157894736842
20230608093007810,6.34,6.33,6.353157894736842
20230608093007910,6.34,6.33,6.353157894736842
20230608093007920,6.34,6.33,6.353157894736842
20230608093007950,6.34,6.33,6.353157894736842
20230608093007980,6.34,6.33,6.353157894736842
20230608093008160,6.34,6.33,6.353126491646778
20230608093008260,6.34,6.33,6.353110846245531
20230608093008310,6.34,6.33,6.353110846245531
20230608093008390,6.34,6.33,6.353110846245531
20230608093008410,6.34,6.33,6.353110846245531
20230608093008460,6.34,6.33,6.352956419316843
20230608093008610,6.34,6.33,6.352956419316843
20230608093008830,6.34,6.33,6.352941176470588
20230608093009000,6.34,6.33,6.352833723653395
20230608093012560,6.34,6.33,6.352833723653395
20230608093012660,6.34,6.33,6.352833723653395
20230608093012670,6.35,6.32,6.345279054497702
20230608093012730,6.33,6.32,6.345279054497702
20230608093012770,6.33,6.32,6.345279054497702
20230608093012800,6.33,6.32,6.345279054497702
20230608093012920,6.33,6.32,6.345279054497702
20230608093012990,6.33,6.32,6.345279054497702
20230608093013010,6.33,6.32,6.345279054497702
20230608093013030,6.33,6.32,6.345279054497702
20230608093013070,6.33,6.32,6.345279054497702
20230608093013080,6.33,6.32,6.345279054497702
20230608093013120,6.33,6.32,6.345279054497702
20230608093013200,6.33,6.32,6.345279054497702
20230608093013210,6.33,6.32,6.345279054497702
20230608093013290,6.33,6.32,6.345279054497702
20230608093013390,6.33,6.32,6.345279054497702
20230608093013440,6.33,6.32,6.345279054497702
20230608093013450,6.33,6.32,6.345279054497702
20230608093013480,6.33,6.32,6.345279054497702
20230608093013660,6.33,6.32,6.345279054497702
20230608093013760,6.33,6.32,6.345279054497702
20230608093013790,6.33,6.32,6.345269028871391
20230608093013830,6.33,6.32,6.345269028871391
20230608093013930,6.33,6.32,6.345269028871391
20230608093014030,6.33,6.32,6.345269028871391
20230608093014130,6.33,6.32,6.345229057591623
20230608093014260,6.33,6.32,6.345229057591623
20230608093014290,6.33,6.32,6.345229057591623
